Club Name,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,woman women,man men,Greek,lgbtq,Christian,Islam,Jewish,Hindu,Buddhism,Muslim,Sikh,Description
Cal Poly Computer Engineering Society,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2133088089627978,0.2989384384817967,0.5309618128501945,0.4059508904738796,0.2378873096624212,0.26149962688537115,0.34046783215318305,Cal Poly Computer Engineering Society We are a social and educational community for the Computer Engineering (as well as all computing) majors of Cal Poly! We are a student-run society whose primary goal is to help students succeed in their major and get a jump-start into the workforce.
Cal Poly Consulting Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.12758647385042513,0.2660690424993509,0.144675059498921,0.33994882698037987,0.31252108794900313,0.23666155250510568,0.22810044924500236,Cal Poly Consulting Club Cal Poly Consulting Club (CPCC) focuses on raising awareness about the consulting industry and establishing active connections between students and firms.
Cal Poly Coptic Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5294480650810511,0.5584764303844584,0.911685557948077,0.5383345707309662,0.4151303998224163,0.5808413961243162,0.5658988218787012,"Cal Poly Coptic Club We are a student-run organization that provides a community for undergraduate students within the Coptic Orthodox Christian faith. We provide prayer meetings, bible studies, church services, service projects, and fun social events."
Cal Poly Counter-Strike Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.20802580119153652,0.33384416872406886,0.36371484361640755,0.3911834585255903,0.3316731577960236,0.295294611505972,0.3483414589424194,"Cal Poly Counter-Strike Club CPCS is Cal Poly's hub for all things Counter-Strike. We provide a community for all players, both casual and competitive! Join our discord for more info! https://discord.gg/PkPnZWmWAA"
Cal Poly Cricket Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.10842087304294497,0.28155968198127385,0.31585226447068926,0.39146505181116437,0.25034306072005447,0.32459245393249725,0.2948036670969538,"Cal Poly Cricket Club Mustang Cricket is a student organization dedicated to promoting cricket on campus. We provide equipment, facilities, and instruction to make cricket accessible to all students, regardless of prior experience."
Cal Poly Crops Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2373327689606712,0.40668716400695415,0.5429145344827744,0.47389306884296256,0.3488766584655172,0.30663141777011876,0.37601610009792297,Cal Poly Crops Club We are a social club in the CAFES department involved in connecting our students to industry professionals within the agriculture sector.
Cal Poly Cycling Team,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2809146225551747,0.27595146073600585,0.5192435096940361,0.25615126316947456,0.3161726976017638,0.29179826206730164,0.21339348859109594,Cal Poly Cycling Team The Cal Poly Cycling Team is a community of like-minded individuals who embrace the love of two-wheeled adventures.
Cal Poly Data Science Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.05038982066299044,0.16146173148963197,0.20065614733954684,0.24190817549171673,0.08832218117762658,0.09229702515434772,0.12401884126583555,"Cal Poly Data Science Club Cal Poly Data Science hopes to be an organization for those pursuing the data science minor or anyone interested in the field. We hold monthly meetings, workshops, alumni panels, and more to increase the exposure and knowledge of data science."
Cal Poly Democrats Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.24189564928932755,0.2737291761857068,0.5481535057093151,0.3572464196030454,0.3508536657569652,0.29417846455076707,0.36131747352462257,"Cal Poly Democrats Club Our mission is promote discourse, inclusivity, and engagement with the political process. Our club meetings are an educational space for students to learn more about politics at a local and national level."
Cal Poly Disc Golf Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.12478062465346075,0.14208360005067916,0.29663543846868784,0.24688760365685525,0.17597986004980837,0.1255878766789636,0.20818835609030067,Cal Poly Disc Golf Club Cal Poly Disc Golf Club is a student organization that strives to grow the sport of disc golf in our community. Our club plays in tournaments across California and practices a couple days a week.
Cal Poly Distance Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1831229404027992,0.11951096393088011,0.2259652146370425,0.1935920055937675,0.22077034396606493,0.08528775656070918,0.21553887729465618,Cal Poly Distance Club CPDC welcomes all competitive and recreational runners. We strive to provide an opportunity for runners to compete in college outside of the NCAA and a friendly environment for those looking to make friends and run.
Cal Poly Ducks Unlimited Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.131672203043398,0.2329830130813891,0.31954571084946104,0.2642486893030268,0.3670567681175604,0.23387085079747072,0.22659489841086677,Cal Poly Ducks Unlimited Club This club will supply a gateway for students to become involved with wetland management and waterfowl conservation. The club will also volunteer for Ducks Unlimited to help put on dinners and raffles to support wetland conservation nationwide
Cal Poly Economics Society,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2153272854337544,0.3353597495995613,0.4954162441390467,0.35694134830465407,0.3242403957395992,0.2902068936984791,0.28106118184808343,Cal Poly Economics Society Cal Poly Economics Society was created to provide a forum for intellectually curious students to discuss and learn about economics topics and current events.
Cal Poly Entrepreneurs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14170284210761744,0.11483668746658979,0.3815077170064512,0.2391918932279029,0.12474889648593407,0.21128414221733868,0.20555102773333825,Cal Poly Entrepreneurs CPE is a thriving student entrepreneurial community on campus that brings together creative thinkers and doers to build world-changing ideas. Join us Tuesdays 6-7 pm in the Nash Innovation Lab.
Cal Poly Fencing Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2136396468942433,0.22493168397583369,0.3953185310098693,0.3240349250918047,0.22158823191370203,0.21326968038626176,0.3644138685234638,Cal Poly Fencing Club Sport fencing club for all Cal Poly students. We hold practices twice a week and attend at least one tournament a quarter. No experience or personal gear necessary to join.
Cal Poly Fiber Arts Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2070350350981896,0.2425939599211737,0.4513234750907766,0.32807501248906457,0.26535312576717573,0.2541241181101079,0.38579688002247636,"Cal Poly Fiber Arts Club Do you like to crochet, knit, sew, or embroider? Or are you interested in learning how? Come join the Cal Poly Fiber Arts Club where any skill level is welcome!"
Cal Poly Field Studies Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1856819789239451,0.17622060317750682,0.31494024032283446,0.2059303829297226,0.192250201019483,0.16272542022931819,0.16922290791714603,"Cal Poly Field Studies Club Cal Poly Field Studies organizes and plans camping trips filled with an adventure across the west coast to build a community, foster friendships, and learn about the surrounding areas."
Cal Poly Fighting Game Club,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3020204319058004,0.49762571937692246,0.6164983173365763,0.47290184904828325,0.5086450210676755,0.4114910111900957,0.3972927486515971,"Cal Poly Fighting Game Club A general fighting game community encompassing traditional fighters, platform fighters, etc."
Cal Poly Film Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.13033604831944184,0.1374306736392441,0.3055147384720554,0.2603254681196683,0.13057539855253764,0.14312591842127587,0.22520965948954325,Cal Poly Film Club Cal Poly Cinema Club offers a great opportunity to meet and connect with fellow students who share an interest in films & filmmaking. We hold weekly film screenings on campus and the club is open to all interest levels.
Cal Poly Food Recovery Network Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.15942827899119366,0.20335839336517314,0.4676949981072248,0.36701429682399156,0.191884427141432,0.14466591997307612,0.27479146017846673,Cal Poly Food Recovery Network Club Cal Poly's chapter of the Food Recovery Network aims to give back to the community by combating food insecurity that exists within San Luis Obispo by reducing food waste that harms our environment and further contributes to climate change.
Cal Poly Furniture Design Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.09075077639595099,0.18677241452448826,0.3263808717471488,0.33820737038160575,0.23681003754785465,0.1332649243413799,0.2317388352635325,"Cal Poly Furniture Design Club Cal Poly Furniture Design Club is a place where you can explore your passion for furniture. Every quarter we will design and build a set. So whether you want to design it, build it, or just talk about it there is a place for you at FDC."
Cal Poly Game Development Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.23883474692282103,0.30661241637003644,0.5535707149082159,0.2681063934962571,0.3181402514927851,0.23069290597441702,0.2842035880318455,Cal Poly Game Development Club Our club exists to teach people about the various aspects of game development in a welcoming and accessible way. We also host a game jam every quarter.
Cal Poly Geography Club,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.21172500625254026,0.33242585649255074,0.4234303789573187,0.38871738615902085,0.4166465538430595,0.23580718826192662,0.40935515826253605,"Cal Poly Geography Club Cal Poly Geography Club is a club open to everyone with interests in our world, the environment, geopolitics, GIS, map-making, and anything related to geography!"
Cal Poly Investing Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18518872919200263,0.2271492328971949,0.43875886095944383,0.3283961326522011,0.20944401455062717,0.2078728179202004,0.30116662456972343,Cal Poly Investing Club Cal Poly Investing was founded to give Cal Poly students of all years and majors a place to learn about and discuss investing of all kinds.
Cal Poly Investment Banking Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.19458986781733145,0.20809174256913843,0.4892824960156066,0.2973965360168432,0.1616036532925658,0.2488941960581209,0.28435406479365444,Cal Poly Investment Banking Club Cal Poly Investment Banking’s mission is to provide students with the resources necessary to attain an internship or job in investment banking.
Cal Poly ISLA Club,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.08474305735422252,0.32243643583923975,0.200169940292081,0.2579143047769898,0.0920316466473707,0.2135599829998472,0.21964782172008343,"Cal Poly ISLA Club Cal Poly ISLA Club provides information, community, and support for ISLA majors or those interested in the major."
Cal Poly Juggling Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.29386155416816984,0.41525270435154216,0.630262114973549,0.3429719663954869,0.42254924148700346,0.37637051195060317,0.31707586046403835,"Cal Poly Juggling Club We meet to learn new tricks, practice our old ones, and spread the joy of juggling by teaching others."
Cal Poly Jump Rope Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.23427389417609557,0.1978801653069551,0.5010472013198717,0.30689361840942886,0.2635549669428676,0.2362797107410905,0.2876562249884506,"Cal Poly Jump Rope Club Competitive and performance jump rope team dedicated to spreading the sport of jump rope to Cal Poly! Jump rope is no longer just an activity for kids on the playground; it is a fun, challenging, and creative sport! No prior experience necessary!"
Cal Poly Kaaram Dance Club,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.09333202502468986,0.401400944804604,0.5143314008987047,0.6260527364743073,0.4550522396790472,0.3209026796971454,0.5483672697720713,Cal Poly Kaaram Dance Club The organization is a non-audition fusion Indian dance team primarily focusing on South Indian dance styles.
Cal Poly League of Legends Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2233029220092725,0.21358236754366414,0.3577747544404219,0.3013128161852563,0.2307281768007671,0.20700047180856748,0.33881733119441076,Cal Poly League of Legends Club Provide a campus community for both casual and competitive league of legends players to participate in. Join our Discord server! https://discord.gg/VBSaTxu
Cal Poly Linux Users Group,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.41612568997804567,0.4227756740516687,0.5506352426231231,0.40917966489779917,0.37240066630111357,0.4252409922104921,0.408582135055988,"Cal Poly Linux Users Group We're both users and fans of the GNU/Linux Operating System, and we want you to be too. We have regular talks and meetings, as well as social events when the opportunity arises."
Cal Poly Lore Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1976533326493458,0.2386218000308662,0.3438159998079053,0.3255187545509485,0.3094378769823418,0.18293070614642448,0.250937391021968,"Cal Poly Lore Club Cal Poly Lore Club strives to create an inclusive environment to foster respectful discussions of various fictional works, ranging from videogames to literature. All opinions and theories are welcome, as multiple perspectives are key to understanding."
Cal Poly Magic the Gathering Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4401285282942093,0.40360778243104456,0.5433647974730501,0.35085082794521666,0.3944271672081173,0.32947746260878796,0.3486074545554609,Cal Poly Magic the Gathering Club We foster a campus community of Magic: The Gathering players. We host weekly events featuring a wide array of formats. Join our Discord server to find games or just talk MTG!
Cal Poly Marksmanship Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0834585220052223,0.21052506139046906,0.40547680967067284,0.2518695498745855,0.10103787883406563,0.21861076197153295,0.28221981209852803,Cal Poly Marksmanship Club The Cal Poly Marksmanship Club is a student organization that centers around safe and controlled practice of the shooting sports.
